GPSWeek,GPSTime,Latitude,Longitude,Altitude,cmd_v,tractor_info_dict
2282,546520.0,37.43332606,121.51328599,36.35,2.0,0.0
2282,546563.0,37.43332602,121.51328607,36.35,2.0,0.0
2282,546565.0,37.43332602,121.51328607,36.35,2.0,0.0
2282,546567.0,37.43332603,121.51328605,36.36,2.0,0.0
2282,546569.0,37.43332601,121.51328604,36.36,2.0,0.0
2282,546571.0,37.43332598,121.51328609,36.36,2.0,0.0
2282,546573.0,37.43332601,121.51328609,36.36,2.0,0.0
2282,546575.0,37.43332601,121.51328609,36.36,2.0,0.0
2282,546577.0,37.43332601,121.5132861,36.36,2.0,0.0
2282,546579.0,37.43332599,121.51328613,36.36,2.0,0.0
2282,546581.0,37.43332596,121.51328612,36.36,2.0,0.0
2282,546583.0,37.43332597,121.51328612,36.35,2.0,0.0
2282,546585.0,37.43332597,121.51328614,36.35,2.0,0.0
2282,546587.0,37.43332598,121.51328612,36.36,2.0,0.0
2282,546589.0,37.43332597,121.51328609,36.35,2.0,0.203125
2282,546591.0,37.43332595,121.51328613,36.35,2.0,0.203125
2282,546593.0,37.43332596,121.51328613,36.36,2.0,0.0
2282,546595.0,37.43332596,121.51328611,36.36,2.0,0.0
