坡度,速度指令,实际速度
68.99321056922433,0.5,0.0128
0.0,1.7388,0.0246
5.706058449778487,1.2924000000000002,0.16679999999999998
5.307672905904255,1.0727999999999998,0.17939999999999998
4.060181793362716,1.3032,0.23479999999999998
0.0,1.5012,0.1376
4.332313983190724,1.0727999999999998,0.21999999999999997
0.0,1.6488,0.1376
5.0715358213142965,1.2024,0.18780000000000002
5.243733531409636,1.2528,0.1816
66.05877894558175,1.7675999999999998,0.0073999999999999995
67.80454047131707,1.7675999999999998,0.0068000000000000005
0.0,1.7819999999999998,0.0056
0.0,1.7784,0.0064
